4 1 TRANS10165 tumblr_na0tm0ReHw1tj7hseo1_250 What does the woman do before talk ?lick lips	What does the woman do before talk ?wave	What does the woman do before talk ?sway on road	What does the woman do before talk ?sniff fire	What does the woman do before talk ?lean forward
0 1 TRANS39467 tumblr_njoyykt1lr1r6utd5o1_400 What does the girl do before fall down after a car hit her ?lift oponent	What does the girl do before fall down after a car hit her ?cry	What does the girl do before fall down after a car hit her ?swing arm in the air	What does the girl do before fall down after a car hit her ?spin	What does the girl do before fall down after a car hit her ?flip over
3 2 TRANS52208 tumblr_ndmu0qjhiV1rj84s9o1_500 What does the man do after picking up food ?push someone in the face	What does the man do after picking up food ?touch face	What does the man do after picking up food ?eating	What does the man do after picking up food ?hold a ciggarette	What does the man do after picking up food ?knock over dominos
4 1 TRANS12490 tumblr_nl1flazV921remizro1_400 What does the boy who hold a microphone do after stand ?talk	What does the boy who hold a microphone do after stand ?bow head	What does the boy who hold a microphone do after stand ?drives around the bend	What does the boy who hold a microphone do after stand ?concern	What does the boy who hold a microphone do after stand ?run from bus explosion
1 2 TRANS32537 tumblr_nhhujqoyKU1tjhld9o1_400 What does the dog do before flip over ?eat spaghetti	What does the dog do before flip over ?ride a skateboard toward camera	What does the dog do before flip over ?touch ball	What does the dog do before flip over ?sing	What does the dog do before flip over ?raise arm
0 2 TRANS48787 tumblr_nd6u5vgOwZ1tekfeyo1_500 What does the boy on left do before move around ?laugh	What does the boy on left do before move around ?talk and look at a frog puppet	What does the boy on left do before move around ?lift head up	What does the boy on left do before move around ?lie on the bed	What does the boy on left do before move around ?say no
0 3 TRANS20363 tumblr_n9znvoHWja1shpnybo1_400 What does the lady do before wave ?fix woman's scary	What does the lady do before wave ?run hand up leg	What does the lady do before wave ?land on skateboard	What does the lady do before wave ?hug boy	What does the lady do before wave ?in the water
3 0 TRANS32507 tumblr_nq8fk2Lw021u6hup1o1_400 What does the man do before get wash away by wave ?propose	What does the man do before get wash away by wave ?hit ball in water	What does the man do before get wash away by wave ?smile	What does the man do before get wash away by wave ?slide on the grass	What does the man do before get wash away by wave ?inside bag
1 3 TRANS17563 tumblr_nk16jzasjy1s75dipo1_400 What does the man do before lift hood off ?raise eyebrows	What does the man do before lift hood off ?extend hand outward	What does the man do before lift hood off ?set coffee down	What does the man do before lift hood off ?stare downward	What does the man do before lift hood off ?run
1 2 TRANS15623 tumblr_n8vnfnID7o1tepekso1_400 What does the man do before form heart ?chew something	What does the man do before form heart ?fix glass	What does the man do before form heart ?wave hand	What does the man do before form heart ?lean back cry	What does the man do before form heart ?stare ahead
0 2 TRANS23113 tumblr_nfpm0cJG551tvaskbo1_400 What does the woman do before change direction make eye contact with another subject ?appear at top of the stairs	What does the woman do before change direction make eye contact with another subject ?nod	What does the woman do before change direction make eye contact with another subject ?swim	What does the woman do before change direction make eye contact with another subject ?fix hair	What does the woman do before change direction make eye contact with another subject ?smoke a cigarette
2 0 TRANS54346 tumblr_nqdyvfvVsB1u3j7l3o1_500 What does the man do after lie on grass ?raise hand up	What does the man do after lie on grass ?smile	What does the man do after lie on grass ?touch the weight	What does the man do after lie on grass ?pick up shovel	What does the man do after lie on grass ?stick out tongue
4 1 TRANS56176 tumblr_ne51d25SaP1qaodtzo1_500 What does the man do after put hand out ?walk backward	What does the man do after put hand out ?scratch head	What does the man do after put hand out ?close eye	What does the man do after put hand out ?fall down to the ground	What does the man do after put hand out ?point finger out
4 1 TRANS18865 tumblr_nddzrcdJsV1s4kr0bo1_400 What does the man do before bow head ?point finger up	What does the man do before bow head ?sing a song	What does the man do before bow head ?remove goggle	What does the man do before bow head ?tip over	What does the man do before bow head ?lower arm
2 4 TRANS6269 tumblr_nb6h8wHH8F1sm7km1o1_250 What does the child do before talks ?remove right glove	What does the child do before talks ?dribble ball	What does the child do before talks ?pour milk	What does the child do before talks ?paw a corner of a page	What does the child do before talks ?jumps down stairs
1 4 TRANS20184 tumblr_ndg6jfOZY31rcwrblo1_400 What does the man who wear a white coat do after turn around ?tip toe down step	What does the man who wear a white coat do after turn around ?point arm	What does the man who wear a white coat do after turn around ?stretch legs up	What does the man who wear a white coat do after turn around ?lower arm	What does the man who wear a white coat do after turn around ?sing a song
4 1 TRANS22323 tumblr_ngv6p5XLxa1u4i3qco1_400 What does the dog do before watch the ball roll around ?cover mouth with hand	What does the dog do before watch the ball roll around ?bite the ball with mouth	What does the dog do before watch the ball roll around ?step back	What does the dog do before watch the ball roll around ?sing	What does the dog do before watch the ball roll around ?enter a store
4 0 TRANS28262 tumblr_nkp08qV74W1t3xfaso1_250 What does the woman do after walk with man ?spin around by man	What does the woman do after walk with man ?open mouth	What does the woman do after walk with man ?help woman up	What does the woman do after walk with man ?stare	What does the woman do after walk with man ?hug gandalf
2 4 TRANS17181 tumblr_ncwdw47Vym1thhvxoo1_400 What does the girl do before talk ?stare themselves	What does the girl do before talk ?chew on fur	What does the girl do before talk ?fix dress	What does the girl do before talk ?eat meat	What does the girl do before talk ?wave
4 2 TRANS18362 tumblr_n9fi4pJOjk1tddtydo1_400 What does the woman do after pull hair ?balance treat	What does the woman do after pull hair ?perform skateboard trick in air	What does the woman do after pull hair ?blow kiss	What does the woman do after pull hair ?adjust a large doll	What does the woman do after pull hair ?nod head
2 1 TRANS34214 tumblr_na7ftj1IaL1tbx648o1_400 What does the man do after lift money ?smile look away	What does the man do after lift money ?drop it	What does the man do after lift money ?hug the man	What does the man do after lift money ?play with toy	What does the man do after lift money ?laugh
3 1 TRANS130 tumblr_na7ng2zh3f1thntp8o1_250 What does the woman do after raise fist ?skim the river	What does the woman do after raise fist ?bow	What does the woman do after raise fist ?shrug shoulder	What does the woman do after raise fist ?withdraw arm	What does the woman do after raise fist ?become freezed
3 0 TRANS47264 tumblr_nkpoxbydpL1uptftdo1_400 What do the man with a white pants do after stand up ?lay on mat	What do the man with a white pants do after stand up ?kick ball	What do the man with a white pants do after stand up ?run	What do the man with a white pants do after stand up ?flip over	What do the man with a white pants do after stand up ?happy
3 1 TRANS6213 tumblr_ndwywb6JYu1qd8xguo1_500 What does the person on right do before hold microphone with both hands ?wink	What does the person on right do before hold microphone with both hands ?dance in seat	What does the person on right do before hold microphone with both hands ?faint	What does the person on right do before hold microphone with both hands ?fix tie	What does the person on right do before hold microphone with both hands ?tilt head
3 2 TRANS38264 tumblr_nqbwismBUN1txc44no1_400 What does the woman do after sit on green plastic love seat ?lie down	What does the woman do after sit on green plastic love seat ?smile	What does the woman do after sit on green plastic love seat ?kick at guy seat next to her	What does the woman do after sit on green plastic love seat ?lean into the camera	What does the woman do after sit on green plastic love seat ?looking straight forward
2 0 TRANS18150 tumblr_nc1q320Ed51s8jkazo1_250 What does the man with black hair do after stare down ?bow head	What does the man with black hair do after stare down ?read folder	What does the man with black hair do after stare down ?talk	What does the man with black hair do after stare down ?write something on glass	What does the man with black hair do after stare down ?run after girlfriend
4 3 TRANS9548 tumblr_neyfonjRiM1rt9t46o1_250 What does the woman do after hit car with stick ?sway body	What does the woman do after hit car with stick ?approach to a soccer ball	What does the woman do after hit car with stick ?shrug shoulder	What does the woman do after hit car with stick ?yell	What does the woman do after hit car with stick ?type
