0 1 TRANS24492 tumblr_nbjsyhLncl1tujnioo1_500 What does the man do after look serious ?step back	What does the man do after look serious ?drink from a glass	What does the man do after look serious ?wave hand around	What does the man do after look serious ?slide on two wheels	What does the man do after look serious ?cross road
2 1 TRANS17751 tumblr_ndwshfViTc1sh0edno1_400 What does the woman do before make a potty face ?rub hand on thighs	What does the woman do before make a potty face ?display a pipe	What does the woman do before make a potty face ?lay head on bed	What does the woman do before make a potty face ?blow smoke	What does the woman do before make a potty face ?swim in water
3 0 TRANS6343 tumblr_ndj3gc8WwV1tdjuqvo1_400 What does the cat do before climb up to table ?walk upright	What does the cat do before climb up to table ?cover mouth	What does the cat do before climb up to table ?wave	What does the cat do before climb up to table ?swat an animal	What does the cat do before climb up to table ?tilt head
0 2 TRANS7844 tumblr_nrhrhbREhH1utm7g7o1_250 What does the boy do after look at a puppet ?raises arms to cover face	What does the boy do after look at a puppet ?roar	What does the boy do after look at a puppet ?shake head	What does the boy do after look at a puppet ?smear ice cream	What does the boy do after look at a puppet ?chop a tire
4 1 TRANS35698 tumblr_nig4b0b1ln1rs9adzo1_400 What does the man with a long hair do after sing ?run away	What does the man with a long hair do after sing ?hug the guitarist	What does the man with a long hair do after sing ?play guitar	What does the man with a long hair do after sing ?begin smile	What does the man with a long hair do after sing ?start walking
1 2 TRANS50169 tumblr_nknodg8h931slwpo8o1_250 What does the cat do before stand up ?touch man's back	What does the cat do before stand up ?pick up cat	What does the cat do before stand up ?lie down	What does the cat do before stand up ?start smile	What does the cat do before stand up ?grab shirt
1 2 TRANS25392 tumblr_n91htoseUl1rr3ks0o1_1280 What does the man do after look up ?drive	What does the man do after look up ?rub face with hand	What does the man do after look up ?look down	What does the man do after look up ?fire bullets	What does the man do after look up ?wind blow them away
1 2 TRANS31986 tumblr_ncpf2tLxkQ1twoe5do1_400 What does the man on the right do after hold arm up ?watch the game	What does the man on the right do after hold arm up ?slide on belly	What does the man on the right do after hold arm up ?raise a trumpet	What does the man on the right do after hold arm up ?inside car	What does the man on the right do after hold arm up ?suck in smoke
0 2 TRANS37590 tumblr_n9rb0b8mi11qfrgvko1_r2_500 What does the man in red shirt do after sing ?lay down	What does the man in red shirt do after sing ?lift paw	What does the man in red shirt do after sing ?show arm	What does the man in red shirt do after sing ?lean forward	What does the man in red shirt do after sing ?reach out
4 2 TRANS57283 tumblr_nhbzxyNwEn1rkopy3o1_400 What does the woman do before cock head ?run	What does the woman do before cock head ?point	What does the woman do before cock head ?sing	What does the woman do before cock head ?push ball	What does the woman do before cock head ?grab the woman
0 2 TRANS20358 tumblr_nban5mzZZr1tk3k4do1_400 What does the girl do after look to the side of her ?open eye	What does the girl do after look to the side of her ?in the dark	What does the girl do after look to the side of her ?shake head	What does the girl do after look to the side of her ?cross arm	What does the girl do after look to the side of her ?drive in dirt
2 0 TRANS8793 tumblr_n9fojyUc6t1rruuyro1_500 What does the lady do before raise eyebrow ?shift in chair	What does the lady do before raise eyebrow ?rub arm	What does the lady do before raise eyebrow ?grin face	What does the lady do before raise eyebrow ?drink a soda	What does the lady do before raise eyebrow ?tumble in dirt
0 2 TRANS13836 tumblr_nbp2e0Uw4E1sj5pwvo1_400 What does the man do after drop arm ?dip chopstick in container	What does the man do after drop arm ?lean back	What does the man do after drop arm ?watch boys	What does the man do after drop arm ?touches check	What does the man do after drop arm ?neutral
4 3 TRANS57163 tumblr_nqbxtdsOu11tk2ngvo1_400 What does the cat do before run out of the snow ?stick out tongue	What does the cat do before run out of the snow ?smile	What does the cat do before run out of the snow ?touch face	What does the cat do before run out of the snow ?fall into snow	What does the cat do before run out of the snow ?grab something
3 0 TRANS46927 tumblr_n8tdp9KZ8d1sp72gno1_500 What does the woman do before turn head ?stand	What does the woman do before turn head ?kiss man	What does the woman do before turn head ?kick rival	What does the woman do before turn head ?smile	What does the woman do before turn head ?blow it out
1 2 TRANS19802 tumblr_ne60iilwQt1rkmldwo1_400 What does the woman do after embrace another woman ?nod head	What does the woman do after embrace another woman ?tap chest	What does the woman do after embrace another woman ?lie down	What does the woman do after embrace another woman ?paint a girl	What does the woman do after embrace another woman ?lock the door
1 2 TRANS39212 tumblr_nnncvfE8HF1r1zo9yo1_400 What does the boy with striped shirt do after watch calmly ?reach out	What does the boy with striped shirt do after watch calmly ?hit other man	What does the boy with striped shirt do after watch calmly ?wear expression of shock	What does the boy with striped shirt do after watch calmly ?step back	What does the boy with striped shirt do after watch calmly ?raise arm
4 1 TRANS41547 tumblr_nabwvrGgUt1rmv3nuo1_500 What does the man do before smile ?kiss a girl	What does the man do before smile ?carry	What does the man do before smile ?smile	What does the man do before smile ?kick it away	What does the man do before smile ?spin in circle
3 4 TRANS41284 tumblr_nd2rlmxxPx1tdmffyo1_400 What does the man do after kick ball towards hoop ?drop hand	What does the man do after kick ball towards hoop ?lift left leg	What does the man do after kick ball towards hoop ?smile	What does the man do after kick ball towards hoop ?shake both hands and hips	What does the man do after kick ball towards hoop ?play defense
4 1 TRANS17771 tumblr_nhx1qd8CQo1rzzpwio1_400 What does the girl do before removes foodie ?extend arm	What does the girl do before removes foodie ?wears hoodie	What does the girl do before removes foodie ?aim gun	What does the girl do before removes foodie ?continue walking	What does the girl do before removes foodie ?point to herself
3 1 TRANS8373 tumblr_npq0ldiScW1u3vl7fo1_400 What does the woman do before hug ?flap wing and look to the right	What does the woman do before hug ?dance	What does the woman do before hug ?tip over box	What does the woman do before hug ?tickle a baby	What does the woman do before hug ?stern
0 4 TRANS20966 tumblr_nd9lvuNePt1u15aayo1_400 What does the man do after look out window ?deal card	What does the man do after look out window ?smile	What does the man do after look out window ?nod head	What does the man do after look out window ?sign soccer ball	What does the man do after look out window ?drag on cigarette
4 0 TRANS50963 tumblr_nkopqiVNB01un86uao1_250 What does the person in black do before flip man in short on ground ?grab man in short	What does the person in black do before flip man in short on ground ?talk	What does the person in black do before flip man in short on ground ?smile	What does the person in black do before flip man in short on ground ?raise hand	What does the person in black do before flip man in short on ground ?fall
3 2 TRANS35599 tumblr_n8t07s0Rei1t04rsco1_1280 What does the man do before cover face with bed cover ?raise eyebral	What does the man do before cover face with bed cover ?speak	What does the man do before cover face with bed cover ?slide down on bed	What does the man do before cover face with bed cover ?eat	What does the man do before cover face with bed cover ?say something
4 3 TRANS58350 tumblr_n069vwZcxH1sli2hso1_500 What does the man do after smile ?stick paw out window	What does the man do after smile ?smile	What does the man do after smile ?pick up a coin	What does the man do after smile ?raise fist	What does the man do after smile ?look sneaky
4 1 TRANS29413 tumblr_noeznvfdTv1th8jklo1_500 What does the man do before talk something ?run to right	What does the man do before talk something ?smile	What does the man do before talk something ?attempt to kick man	What does the man do before talk something ?fly through the air	What does the man do before talk something ?outside
0 1 TRANS1610 tumblr_npad6p2Wms1tbq39co1_500 What does the man do after right arm out to side ?wave both hand erratically	What does the man do after right arm out to side ?right arm across chest	What does the man do after right arm out to side ?swipe hair	What does the man do after right arm out to side ?kneel	What does the man do after right arm out to side ?snuggle with cat
0 4 TRANS55627 tumblr_n8xmz9ajod1tgh87to1_400 What does the man in suit do before speak ?jump off from a bed	What does the man in suit do before speak ?run away from explosion	What does the man in suit do before speak ?throw right arm in air	What does the man in suit do before speak ?push hair up	What does the man in suit do before speak ?smile
